gold_id,old_category_code,new_category_code,leaf,source,item_text,description,provider,disposition,authority,audit_reason
RG-01110,EXP-1.1,,,file_audit,JUDY MOODY Y STINK EL HUESO DE LOS DESEO,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01111,EXP-1.1,,,file_audit,KYLIE JEAN REINA DE LA TECNOLOGIA,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01112,EXP-1.1,,,file_audit,"MUSICA DE LAS MONTAÃAS, LA",,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01113,EXP-1.1,,,file_audit,NÃMEROS MUNDO DE CARTON,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01114,EXP-1.1,,,file_audit,"NIÃA DE LA CALAVERA,LA",,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01115,EXP-1.1,,,file_audit,NINA TORBELLINA 2,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01116,EXP-1.1,,,file_audit,NINA TORBELLINA1 EL PLAN DEL CAMPAMENTO,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01117,EXP-1.1,,,file_audit,PAPELUCHO MI HERMANA JI,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01118,EXP-1.1,,,file_audit,PILLA PANDILLAS,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01119,EXP-1.1,,,file_audit,RATITA MARITA,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01120,EXP-1.1,,,file_audit,STINK. EL INCREÃBLE NIÃO MENGUANTE,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01121,EXP-1.1,,,file_audit,STINK Y LA MARCHA ZOMBI A LA MEDIANOCHE,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01122,EXP-1.1,,,file_audit,UNA SONRISA RELUCENTE,,Ainilebu SPA,quarantine,locked_399_row_manual_review,Folder-only HR context does not prove this item was an employee benefit or gift.
RG-01123,EXP-16.1,EXP-16.1,Ropa y Herramientas de Trabajo,file_audit_corrected,BLOQ. SOLAR BANANA BOAT FPS 50 X 1 L,BLOQ. SOLAR BANANA BOAT FPS 50 X 1 L,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01124,EXP-2.4,EXP-2.4,Sales Minerales,file_audit_corrected,BILIFAR X 120 G,BILIFAR X 120 G,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01125,EXP-3.1,EXP-3.1,Inseminacion Artificial,file_audit_corrected,CONCEPTAL-FACTOR LIBERA.HORMONAL X 50ML,CONCEPTAL X 50ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01126,EXP-5.4,EXP-5.4,Bolos,file_audit_corrected,VENTA BOLO DE SILO,FUNDO EL MAITEN,COMERCIAL AQUA-NAV LIMITADA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01127,EXP-5.4,EXP-5.4,Bolos,file_audit_corrected,VENTA BOLOS DE SILO,FUNDO PELLECO,COMERCIAL AQUA-NAV LIMITADA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01128,EXP-5.4,EXP-5.4,Bolos,file_audit_corrected,VENTA BOLOS SILO,FUNDO PELLECO,COMERCIAL AQUA-NAV LIMITADA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01129,EXP-14.2,EXP-14.2,Mantencion Cercos,file_audit_corrected,GRAPAS 1 1/4 X 10,GRAPAS 1 1/4 X 10,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
RG-01130,EXP-2.3,EXP-2.3,Vacunas,file_audit_corrected,VACUNA BRUCELLA ABORTUS CEPA RB-51,VACUNA BRUCELLA ABORTUS CEPA RB-51,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
